AL_109	/home/faramir/projects/RNA_trimming/postqc/ANO/AL_109_LEE5105A125_S92_R1_trim.fastq.gz	/home/faramir/projects/RNA_trimming/postqc/ANO/AL_109_LEE5105A125_S92_R2_trim.fastq.gz	HLA-A23:01,HLA-B44:309N,HLA-B45:01,HLA-C04:01,HLA-C06:02	/home/faramir/repos/neondisco-jet/metadataDir/379T.repeatmasker_reformat.txt
AL_111	/home/faramir/projects/RNA_trimming/postqc/ANO/AL_111_LEE5105A127_S134_R1_trim.fastq.gz	/home/faramir/projects/RNA_trimming/postqc/ANO/AL_111_LEE5105A127_S134_R2_trim.fastq.gz	HLA-A02:01,HLA-B18:01,HLA-B51:410,HLA-C16:02	/home/faramir/repos/neondisco-jet/metadataDir/379T.repeatmasker_reformat.txt
AL_113	/home/faramir/projects/RNA_trimming/postqc/ANO/AL_113_LEE5105A129_S10_R1_trim.fastq.gz	/home/faramir/projects/RNA_trimming/postqc/ANO/AL_113_LEE5105A129_S10_R2_trim.fastq.gz	HLA-A03:293,HLA-A31:01,HLA-B07:22,HLA-B27:02,HLA-C02:244,HLA-C07:628	/home/faramir/repos/neondisco-jet/metadataDir/379T.repeatmasker_reformat.txt
AL_110	/home/faramir/projects/RNA_trimming/postqc/TUM/AL_110_LEE5105A126_S113_R1_trim.fastq.gz	/home/faramir/projects/RNA_trimming/postqc/TUM/AL_110_LEE5105A126_S113_R2_trim.fastq.gz	HLA-A02:01,HLA-B18:01,HLA-B51:410,HLA-C16:02	/home/faramir/repos/neondisco-jet/metadataDir/379T.repeatmasker_reformat.txt
AL_112	/home/faramir/projects/RNA_trimming/postqc/TUM/AL_112_LEE5105A128_S155_R1_trim.fastq.gz	/home/faramir/projects/RNA_trimming/postqc/TUM/AL_112_LEE5105A128_S155_R2_trim.fastq.gz	HLA-A03:78,HLA-A31:01,HLA-B07:22,HLA-B27:02,HLA-C02:205Q,HLA-C07:02	/home/faramir/repos/neondisco-jet/metadataDir/379T.repeatmasker_reformat.txt
AL_114	/home/faramir/projects/RNA_trimming/postqc/TUM/AL_114_LEE5105A130_S31_R1_trim.fastq.gz	/home/faramir/projects/RNA_trimming/postqc/TUM/AL_114_LEE5105A130_S31_R2_trim.fastq.gz	HLA-A02:950,HLA-A68:02,HLA-B14:02,HLA-C07:02,HLA-C08:02	/home/faramir/repos/neondisco-jet/metadataDir/379T.repeatmasker_reformat.txt
